id,houryear,dayyear,monthyear,dckwh
2269,2269,95,4,894.901813
2270,2270,95,4,907.042938
2271,2271,95,4,1774.258375
2272,2272,95,4,876.784938
2273,2273,95,4,736.570313
2274,2274,95,4,209.084703
2275,2275,95,4,0
2276,2276,95,4,0
2277,2277,95,4,0
2278,2278,95,4,0
2279,2279,95,4,0
2280,2280,95,4,0
2281,2281,96,4,0
2282,2282,96,4,0
2283,2283,96,4,0
2284,2284,96,4,0
2285,2285,96,4,0
2286,2286,96,4,0
2287,2287,96,4,463.1755
2288,2288,96,4,1551.212625
2289,2289,96,4,2584.771
2290,2290,96,4,3325.96275
2291,2291,96,4,3822.5085
2292,2292,96,4,4041.283
2293,2293,96,4,4011.246
2294,2294,96,4,3721.39725
2295,2295,96,4,3215.54075
2296,2296,96,4,2487.6295
2297,2297,96,4,1524.671625
2298,2298,96,4,497.243031
2299,2299,96,4,0
2300,2300,96,4,0
2301,2301,96,4,0
2302,2302,96,4,0
2303,2303,96,4,0
2304,2304,96,4,0
2305,2305,97,4,0
2306,2306,97,4,0
2307,2307,97,4,0
2308,2308,97,4,0
2309,2309,97,4,0
2310,2310,97,4,0
2311,2311,97,4,290.998875
2312,2312,97,4,717.641
2313,2313,97,4,1011.580688
2314,2314,97,4,831.661438
2315,2315,97,4,1352.755875
2316,2316,97,4,1038.32825
2317,2317,97,4,1891.61575
2318,2318,97,4,1021.468125
2319,2319,97,4,714.401375
2320,2320,97,4,428.289719
2321,2321,97,4,278.977094
2322,2322,97,4,118.538875
2323,2323,97,4,0
2324,2324,97,4,0
2325,2325,97,4,0
2326,2326,97,4,0
2327,2327,97,4,0
2328,2328,97,4,0
2329,2329,98,4,0
2330,2330,98,4,0
2331,2331,98,4,0
2332,2332,98,4,0
2333,2333,98,4,0
2334,2334,98,4,0
2335,2335,98,4,134.887641
2336,2336,98,4,393.5745
2337,2337,98,4,757.307938
2338,2338,98,4,744.144438
2339,2339,98,4,800.591063
2340,2340,98,4,475.765281
2341,2341,98,4,488.555031
2342,2342,98,4,369.742531
2343,2343,98,4,1472.749125
2344,2344,98,4,736.523438
2345,2345,98,4,751.06775
2346,2346,98,4,240.764016
2347,2347,98,4,0
2348,2348,98,4,0
2349,2349,98,4,0
2350,2350,98,4,0
2351,2351,98,4,0
2352,2352,98,4,0
2353,2353,99,4,0
2354,2354,99,4,0
2355,2355,99,4,0
2356,2356,99,4,0
2357,2357,99,4,0
2358,2358,99,4,0
2359,2359,99,4,486.857469
2360,2360,99,4,1495.743625
2361,2361,99,4,2505.333
2362,2362,99,4,3269.36475
2363,2363,99,4,3045.8505
2364,2364,99,4,3018.03825
2365,2365,99,4,2545.33075
2366,2366,99,4,2774.288
2367,2367,99,4,2825.35425
2368,2368,99,4,2558.0835
2369,2369,99,4,1571.395625
2370,2370,99,4,530.157375
2371,2371,99,4,0
2372,2372,99,4,0
2373,2373,99,4,0
2374,2374,99,4,0
2375,2375,99,4,0
2376,2376,99,4,0
2377,2377,100,4,0
2378,2378,100,4,0
2379,2379,100,4,0
2380,2380,100,4,0
2381,2381,100,4,0
2382,2382,100,4,0
2383,2383,100,4,502.587625
2384,2384,100,4,1546.579
2385,2385,100,4,2501.60975
2386,2386,100,4,3206.996
2387,2387,100,4,3651.0145
2388,2388,100,4,3854.69525
2389,2389,100,4,3813.355
2390,2390,100,4,3581.17475
2391,2391,100,4,3105.19425
2392,2392,100,4,2391.72975
2393,2393,100,4,1453.128625
2394,2394,100,4,488.228
2395,2395,100,4,0
2396,2396,100,4,0
2397,2397,100,4,0
2398,2398,100,4,0
2399,2399,100,4,0
2400,2400,100,4,0
2401,2401,101,4,0
2402,2402,101,4,0
2403,2403,101,4,0
2404,2404,101,4,0
2405,2405,101,4,0
2406,2406,101,4,0
2407,2407,101,4,138.121047
2408,2408,101,4,1414.5385
2409,2409,101,4,2121.941
2410,2410,101,4,1660.710875
2411,2411,101,4,1805.014625
2412,2412,101,4,2677.93325
2413,2413,101,4,1203.340625
2414,2414,101,4,692.766813
2415,2415,101,4,535.147875
2416,2416,101,4,341.634844
2417,2417,101,4,166.787516
2418,2418,101,4,291.231469
2419,2419,101,4,0
2420,2420,101,4,0
2421,2421,101,4,0
2422,2422,101,4,0
2423,2423,101,4,0
2424,2424,101,4,0
2425,2425,102,4,0
2426,2426,102,4,0
2427,2427,102,4,0
2428,2428,102,4,0
2429,2429,102,4,0
2430,2430,102,4,0
2431,2431,102,4,288.231156
2432,2432,102,4,677.156188
2433,2433,102,4,1068.58375
2434,2434,102,4,3207.3445
2435,2435,102,4,3639.279
2436,2436,102,4,3854.4685
2437,2437,102,4,3820.09675
2438,2438,102,4,3535.93625
2439,2439,102,4,3082.84375
2440,2440,102,4,2352.1895
2441,2441,102,4,1440.427125
2442,2442,102,4,498.495594
2443,2443,102,4,0
2444,2444,102,4,0
2445,2445,102,4,0
2446,2446,102,4,0
2447,2447,102,4,0
2448,2448,102,4,0
2449,2449,103,4,0
2450,2450,103,4,0
2451,2451,103,4,0
2452,2452,103,4,0
2453,2453,103,4,0
2454,2454,103,4,0
2455,2455,103,4,343.324219
2456,2456,103,4,1231.22125
2457,2457,103,4,2180.6965
2458,2458,103,4,2866.136
2459,2459,103,4,3372.71175
2460,2460,103,4,785.933813
2461,2461,103,4,3616.45375
2462,2462,103,4,3278.6575
2463,2463,103,4,2536.754
2464,2464,103,4,1836.714375
2465,2465,103,4,956.185688
2466,2466,103,4,481.616594
2467,2467,103,4,0
2468,2468,103,4,0
2469,2469,103,4,0
2470,2470,103,4,0
2471,2471,103,4,0
2472,2472,103,4,0
2473,2473,104,4,0
2474,2474,104,4,0
2475,2475,104,4,0
2476,2476,104,4,0
2477,2477,104,4,0
2478,2478,104,4,0
2479,2479,104,4,372.403844
2480,2480,104,4,1127.04775
2481,2481,104,4,2201.72475
2482,2482,104,4,2308.9845
2483,2483,104,4,2229.2745
2484,2484,104,4,2317.6865
2485,2485,104,4,2235.42775
2486,2486,104,4,2067.515875
2487,2487,104,4,1026.742938
2488,2488,104,4,1428.2505
2489,2489,104,4,1085.606875
2490,2490,104,4,344.955625
2491,2491,104,4,0
2492,2492,104,4,0
2493,2493,104,4,0
2494,2494,104,4,0
2495,2495,104,4,0
2496,2496,104,4,0
2497,2497,105,4,0
2498,2498,105,4,0
2499,2499,105,4,0
2500,2500,105,4,0
2501,2501,105,4,0
2502,2502,105,4,0
2503,2503,105,4,30.555459
2504,2504,105,4,207.571188
2505,2505,105,4,215.746344
2506,2506,105,4,379.595781
2507,2507,105,4,513.652813
2508,2508,105,4,719.10225
2509,2509,105,4,948.367688
2510,2510,105,4,1118.472625
2511,2511,105,4,579.442688
2512,2512,105,4,617.823563
2513,2513,105,4,249.044125
2514,2514,105,4,328.169031
2515,2515,105,4,23.021766
2516,2516,105,4,0
2517,2517,105,4,0
2518,2518,105,4,0
2519,2519,105,4,0
2520,2520,105,4,0
2521,2521,106,4,0
2522,2522,106,4,0
2523,2523,106,4,0
2524,2524,106,4,0
2525,2525,106,4,0
2526,2526,106,4,37.76093
2527,2527,106,4,126.714602
2528,2528,106,4,1164.19425
2529,2529,106,4,2760.184
2530,2530,106,4,3491.5625
2531,2531,106,4,3979.41475
2532,2532,106,4,4209.288
2533,2533,106,4,4191.75
2534,2534,106,4,3924.20775
2535,2535,106,4,3422.77525
2536,2536,106,4,2652.09175
2537,2537,106,4,1654.938625
2538,2538,106,4,595.229375
2539,2539,106,4,44.927035
2540,2540,106,4,0
2541,2541,106,4,0
2542,2542,106,4,0
2543,2543,106,4,0
2544,2544,106,4,0
2545,2545,107,4,0
2546,2546,107,4,0
2547,2547,107,4,0
2548,2548,107,4,0
2549,2549,107,4,0
2550,2550,107,4,65.827531
2551,2551,107,4,622.946438
2552,2552,107,4,1687.817625
2553,2553,107,4,2684.02375
2554,2554,107,4,3404.76425
2555,2555,107,4,3890.00475
2556,2556,107,4,4090.36325
2557,2557,107,4,4053.13825
2558,2558,107,4,3783.10825
2559,2559,107,4,2764.051
2560,2560,107,4,2072.386375
2561,2561,107,4,1567.13325
2562,2562,107,4,577.996313
2563,2563,107,4,44.201445
2564,2564,107,4,0
2565,2565,107,4,0
2566,2566,107,4,0
2567,2567,107,4,0
2568,2568,107,4,0
2569,2569,108,4,0
2570,2570,108,4,0
2571,2571,108,4,0
2572,2572,108,4,0
2573,2573,108,4,0
2574,2574,108,4,32.484438
2575,2575,108,4,461.266906
2576,2576,108,4,1206.2945
2577,2577,108,4,2046.754375
2578,2578,108,4,2608.3645
2579,2579,108,4,3131.091
2580,2580,108,4,2866.65875
2581,2581,108,4,3153.409
2582,2582,108,4,2655.53425
2583,2583,108,4,1898.259625
2584,2584,108,4,1875.13025
2585,2585,108,4,1340.148375
2586,2586,108,4,506.858438
2587,2587,108,4,54.759238
2588,2588,108,4,0
2589,2589,108,4,0
2590,2590,108,4,0
2591,2591,108,4,0
2592,2592,108,4,0
2593,2593,109,4,0
2594,2594,109,4,0
2595,2595,109,4,0
2596,2596,109,4,0
2597,2597,109,4,0
2598,2598,109,4,59.831547
2599,2599,109,4,481.707938
2600,2600,109,4,1292.477125
2601,2601,109,4,2027.99825
2602,2602,109,4,2816.44325
2603,2603,109,4,3842.3445
2604,2604,109,4,4030.169
2605,2605,109,4,4005.28325
2606,2606,109,4,3762.679
2607,2607,109,4,2655.7485
2608,2608,109,4,2043.499125
2609,2609,109,4,1171.7495
2610,2610,109,4,456.543969
2611,2611,109,4,54.381309
2612,2612,109,4,0
2613,2613,109,4,0
2614,2614,109,4,0
2615,2615,109,4,0
2616,2616,109,4,0
2617,2617,110,4,0
2618,2618,110,4,0
2619,2619,110,4,0
2620,2620,110,4,0
2621,2621,110,4,0
2622,2622,110,4,57.479852
2623,2623,110,4,641.234
2624,2624,110,4,1689.543625
2625,2625,110,4,2627.5845
2626,2626,110,4,3283.76775
2627,2627,110,4,3732.09125
2628,2628,110,4,3926.73825
2629,2629,110,4,3890.76425
2630,2630,110,4,3637.491
2631,2631,110,4,3156.928
2632,2632,110,4,2462.80825
2633,2633,110,4,1539.156125
2634,2634,110,4,567.146188
2635,2635,110,4,50.332973
2636,2636,110,4,0
2637,2637,110,4,0
2638,2638,110,4,0
2639,2639,110,4,0
2640,2640,110,4,0
2641,2641,111,4,0
2642,2642,111,4,0
2643,2643,111,4,0
2644,2644,111,4,0
2645,2645,111,4,0
2646,2646,111,4,63.354918
2647,2647,111,4,636.318438
2648,2648,111,4,1609.373625
2649,2649,111,4,2489.7415
2650,2650,111,4,2921.225
2651,2651,111,4,3565.452
2652,2652,111,4,3751.4875
2653,2653,111,4,3715.9985
2654,2654,111,4,3471.89275
2655,2655,111,4,3014.077
2656,2656,111,4,2028.069
2657,2657,111,4,1121.440625
2658,2658,111,4,511.015188
2659,2659,111,4,66.061328
2660,2660,111,4,0
2661,2661,111,4,0
2662,2662,111,4,0
2663,2663,111,4,0
2664,2664,111,4,0
2665,2665,112,4,0
2666,2666,112,4,0
2667,2667,112,4,0
2668,2668,112,4,0
2669,2669,112,4,0
2670,2670,112,4,31.500922
2671,2671,112,4,26.798225
2672,2672,112,4,1206.061625
2673,2673,112,4,1667.274
2674,2674,112,4,1918.650375
2675,2675,112,4,692.770188
2676,2676,112,4,613.612938
2677,2677,112,4,763.427688
2678,2678,112,4,1487.064625
2679,2679,112,4,495.717813
2680,2680,112,4,815.112938
2681,2681,112,4,476.34425
2682,2682,112,4,415.564375
2683,2683,112,4,48.16923
2684,2684,112,4,0
2685,2685,112,4,0
2686,2686,112,4,0
2687,2687,112,4,0
2688,2688,112,4,0
2689,2689,113,4,0
2690,2690,113,4,0
2691,2691,113,4,0
2692,2692,113,4,0
2693,2693,113,4,0
2694,2694,113,4,9.155913
2695,2695,113,4,113.940719
2696,2696,113,4,432.778531
2697,2697,113,4,1454.15
2698,2698,113,4,1209.7945
2699,2699,113,4,1933.844
2700,2700,113,4,3117.62825
2701,2701,113,4,1841.953625
2702,2702,113,4,1345.735625
2703,2703,113,4,458.324625
2704,2704,113,4,157.000609
2705,2705,113,4,323.856844
2706,2706,113,4,158.601828
2707,2707,113,4,107.716422
2708,2708,113,4,0
2709,2709,113,4,0
2710,2710,113,4,0
2711,2711,113,4,0
2712,2712,113,4,0
2713,2713,114,4,0
2714,2714,114,4,0
2715,2715,114,4,0
2716,2716,114,4,0
2717,2717,114,4,0
2718,2718,114,4,86.72943
2719,2719,114,4,729.121438
2720,2720,114,4,1824.25725
2721,2721,114,4,2793.398
2722,2722,114,4,3492.924
2723,2723,114,4,3954.4245
2724,2724,114,4,4137.8405
2725,2725,114,4,4092.6805
2726,2726,114,4,3832.7975
2727,2727,114,4,3345.783
2728,2728,114,4,2624.66025
2729,2729,114,4,1667.988375
2730,2730,114,4,627.504125
2731,2731,114,4,67.911344
2732,2732,114,4,0
2733,2733,114,4,0
2734,2734,114,4,0
2735,2735,114,4,0
2736,2736,114,4,0
2737,2737,115,4,0
2738,2738,115,4,0
2739,2739,115,4,0
2740,2740,115,4,0
2741,2741,115,4,0
2742,2742,115,4,69.282719
2743,2743,115,4,514.525313
2744,2744,115,4,1357.2085
2745,2745,115,4,2506.86775
2746,2746,115,4,2994.35225
2747,2747,115,4,3214.305
2748,2748,115,4,3411.1635
2749,2749,115,4,3779.68
2750,2750,115,4,3155.813
2751,2751,115,4,2585.29
2752,2752,115,4,2048.113375
2753,2753,115,4,1315.0185
2754,2754,115,4,87.163078
2755,2755,115,4,8.995131
2756,2756,115,4,0
2757,2757,115,4,0
2758,2758,115,4,0
2759,2759,115,4,0
2760,2760,115,4,0
2761,2761,116,4,0
2762,2762,116,4,0
2763,2763,116,4,0
2764,2764,116,4,0
2765,2765,116,4,0
2766,2766,116,4,107.685547
2767,2767,116,4,243.862891
2768,2768,116,4,868.049563
2769,2769,116,4,2641.90875
2770,2770,116,4,1322.426375
2771,2771,116,4,2943.4455
2772,2772,116,4,2865.638
2773,2773,116,4,2685.29725
2774,2774,116,4,1827.706125
2775,2775,116,4,456.096156
2776,2776,116,4,1028.71525
2777,2777,116,4,1430.926
2778,2778,116,4,512.768125
2779,2779,116,4,80.380719
2780,2780,116,4,0
2781,2781,116,4,0
2782,2782,116,4,0
2783,2783,116,4,0
2784,2784,116,4,0
2785,2785,117,4,0
2786,2786,117,4,0
2787,2787,117,4,0
2788,2788,117,4,0
2789,2789,117,4,0
2790,2790,117,4,101.229633
2791,2791,117,4,734.737813
2792,2792,117,4,460.348594
2793,2793,117,4,1603.439125
2794,2794,117,4,740.070438
2795,2795,117,4,2939.883
2796,2796,117,4,2432.924
2797,2797,117,4,2277.29975
2798,2798,117,4,2849.53975
2799,2799,117,4,1366.8665
2800,2800,117,4,413.267281
2801,2801,117,4,891.114438
2802,2802,117,4,119.459719
2803,2803,117,4,18.144119
2804,2804,117,4,0
2805,2805,117,4,0
2806,2806,117,4,0
2807,2807,117,4,0
2808,2808,117,4,0
2809,2809,118,4,0
2810,2810,118,4,0
2811,2811,118,4,0
2812,2812,118,4,0
2813,2813,118,4,0
2814,2814,118,4,102.928758
2815,2815,118,4,748.487875
2816,2816,118,4,1792.26025
2817,2817,118,4,2695.2795
2818,2818,118,4,3362.47275
2819,2819,118,4,3758.7735
2820,2820,118,4,3549.24075
2821,2821,118,4,3626.7145
2822,2822,118,4,3416.0025
2823,2823,118,4,3182.25525
2824,2824,118,4,2274.13775
2825,2825,118,4,1233.07825
2826,2826,118,4,554.581875
2827,2827,118,4,95.988539
2828,2828,118,4,0
2829,2829,118,4,0
2830,2830,118,4,0
2831,2831,118,4,0
2832,2832,118,4,0
2833,2833,119,4,0
2834,2834,119,4,0
2835,2835,119,4,0
2836,2836,119,4,0
2837,2837,119,4,0
2838,2838,119,4,9.074894
2839,2839,119,4,54.298203
2840,2840,119,4,170.656656
2841,2841,119,4,240.666828
2842,2842,119,4,624.242813
2843,2843,119,4,857.607875
2844,2844,119,4,930.077313
2845,2845,119,4,1043.267313
2846,2846,119,4,962.65575
2847,2847,119,4,664.824188
2848,2848,119,4,340.041969
2849,2849,119,4,321.168688
2850,2850,119,4,148.911297
2851,2851,119,4,22.776893
2852,2852,119,4,0
2853,2853,119,4,0
2854,2854,119,4,0
2855,2855,119,4,0
2856,2856,119,4,0
2857,2857,120,4,0
2858,2858,120,4,0
2859,2859,120,4,0
2860,2860,120,4,0
2861,2861,120,4,0
2862,2862,120,4,32.2146
2863,2863,120,4,114.89493
2864,2864,120,4,628.552438
2865,2865,120,4,720.593375
2866,2866,120,4,700.063563
2867,2867,120,4,1108.46725
2868,2868,120,4,1038.790938
2869,2869,120,4,944.780813
2870,2870,120,4,946.490563
2871,2871,120,4,810.394125
2872,2872,120,4,506.828688
2873,2873,120,4,460.342563
2874,2874,120,4,156.844063
2875,2875,120,4,26.976053
2876,2876,120,4,0
2877,2877,120,4,0
2878,2878,120,4,0
2879,2879,120,4,0
2880,2880,120,4,0
2881,2881,121,5,0
2882,2882,121,5,0
2883,2883,121,5,0
2884,2884,121,5,0
2885,2885,121,5,0
2886,2886,121,5,18.09158
2887,2887,121,5,112.934617
2888,2888,121,5,358.209625
2889,2889,121,5,1329.088625
2890,2890,121,5,2940.6025
2891,2891,121,5,2925.101
2892,2892,121,5,3992.3245
2893,2893,121,5,2951.572
2894,2894,121,5,3702.634
2895,2895,121,5,1525.292875
2896,2896,121,5,257.750703
2897,2897,121,5,1254.310375
2898,2898,121,5,512.53525
2899,2899,121,5,115.399641
2900,2900,121,5,0
2901,2901,121,5,0
2902,2902,121,5,0
2903,2903,121,5,0
2904,2904,121,5,0
2905,2905,122,5,0
2906,2906,122,5,0
2907,2907,122,5,0
2908,2908,122,5,0
2909,2909,122,5,0
2910,2910,122,5,68.746063
2911,2911,122,5,785.525
2912,2912,122,5,882.984313
2913,2913,122,5,1071.9045
2914,2914,122,5,894.638313
2915,2915,122,5,930.537438
2916,2916,122,5,1219.39675
2917,2917,122,5,503.397156
2918,2918,122,5,1096.474375
2919,2919,122,5,600.59775
2920,2920,122,5,1489.5505
2921,2921,122,5,512.114906
2922,2922,122,5,291.488625
2923,2923,122,5,49.573844
2924,2924,122,5,0
2925,2925,122,5,0
2926,2926,122,5,0
2927,2927,122,5,0
2928,2928,122,5,0
2929,2929,123,5,0
2930,2930,123,5,0
2931,2931,123,5,0
2932,2932,123,5,0
2933,2933,123,5,0
2934,2934,123,5,135.420969
2935,2935,123,5,812.23975
2936,2936,123,5,1827.94125
2937,2937,123,5,2753.4175
2938,2938,123,5,372.538813
2939,2939,123,5,2081.697875
2940,2940,123,5,1723.395375
2941,2941,123,5,765.505063
2942,2942,123,5,1737.35375
2943,2943,123,5,2296.966
2944,2944,123,5,704.609625
2945,2945,123,5,1004.560438
2946,2946,123,5,523.269969
2947,2947,123,5,125.377203
2948,2948,123,5,0
2949,2949,123,5,0
2950,2950,123,5,0
2951,2951,123,5,0
2952,2952,123,5,0
2953,2953,124,5,0
2954,2954,124,5,0
2955,2955,124,5,0
2956,2956,124,5,0
2957,2957,124,5,0
2958,2958,124,5,137.438281
2959,2959,124,5,820.341313
2960,2960,124,5,1832.18325
2961,2961,124,5,2742.4055
2962,2962,124,5,3422.367
2963,2963,124,5,694.783813
2964,2964,124,5,1128.41375
2965,2965,124,5,1349.526125
2966,2966,124,5,3436.1975
2967,2967,124,5,1987.104125
2968,2968,124,5,1400.29375
2969,2969,124,5,1168.463125
2970,2970,124,5,516.175875
2971,2971,124,5,122.453672
2972,2972,124,5,0
2973,2973,124,5,0
2974,2974,124,5,0
2975,2975,124,5,0
2976,2976,124,5,0
2977,2977,125,5,0
2978,2978,125,5,0
2979,2979,125,5,0
2980,2980,125,5,0
2981,2981,125,5,0
2982,2982,125,5,154.116359
2983,2983,125,5,826.433063
2984,2984,125,5,1826.0855
2985,2985,125,5,2713.91275
2986,2986,125,5,3357.92475
2987,2987,125,5,3767.22825
2988,2988,125,5,3907.9255
2989,2989,125,5,3896.95275
2990,2990,125,5,3646.03025
2991,2991,125,5,2973.45575
2992,2992,125,5,2132.73975
2993,2993,125,5,1407.519625
2994,2994,125,5,660.077563
2995,2995,125,5,126.693023
2996,2996,125,5,0
2997,2997,125,5,0
2998,2998,125,5,0
2999,2999,125,5,0
3000,3000,125,5,0
3001,3001,126,5,0
3002,3002,126,5,0
3003,3003,126,5,0
3004,3004,126,5,0
3005,3005,126,5,0
3006,3006,126,5,152.165516
3007,3007,126,5,640.310438
3008,3008,126,5,1263.441
3009,3009,126,5,1868.182875
3010,3010,126,5,2386.04225
3011,3011,126,5,2867.94275
3012,3012,126,5,2887.45875
3013,3013,126,5,2963.47625
3014,3014,126,5,2830.64975
3015,3015,126,5,2336.00475
3016,3016,126,5,1905.934875
3017,3017,126,5,1133.91375
3018,3018,126,5,518.550844
3019,3019,126,5,125.197406
3020,3020,126,5,0
3021,3021,126,5,0
3022,3022,126,5,0
3023,3023,126,5,0
3024,3024,126,5,0
3025,3025,127,5,0
3026,3026,127,5,0
3027,3027,127,5,0
3028,3028,127,5,0
3029,3029,127,5,0
3030,3030,127,5,164.634563
3031,3031,127,5,699.910438
3032,3032,127,5,1677.80825
3033,3033,127,5,2722.9685
3034,3034,127,5,3014.748
3035,3035,127,5,3273.66825
3036,3036,127,5,3621.42575
3037,3037,127,5,3630.39025
3038,3038,127,5,3385.16025
3039,3039,127,5,2937.09175
3040,3040,127,5,2190.354
3041,3041,127,5,1333.806
3042,3042,127,5,531.137063
3043,3043,127,5,130.922828
3044,3044,127,5,0
3045,3045,127,5,0
3046,3046,127,5,0
3047,3047,127,5,0
3048,3048,127,5,0
3049,3049,128,5,0
3050,3050,128,5,0
3051,3051,128,5,0
3052,3052,128,5,0
3053,3053,128,5,0
3054,3054,128,5,144.226
3055,3055,128,5,818.14125
3056,3056,128,5,1411.50975
3057,3057,128,5,1804.386375
3058,3058,128,5,2649.01425
3059,3059,128,5,3312.19325
3060,3060,128,5,3262.84675
3061,3061,128,5,2605.79975
3062,3062,128,5,923.966875
3063,3063,128,5,866.324
3064,3064,128,5,1287.32875
3065,3065,128,5,1640.4935
3066,3066,128,5,570.380125
3067,3067,128,5,109.28643
3068,3068,128,5,0
3069,3069,128,5,0
3070,3070,128,5,0
3071,3071,128,5,0
3072,3072,128,5,0
3073,3073,129,5,0
3074,3074,129,5,0
3075,3075,129,5,0
3076,3076,129,5,0
3077,3077,129,5,0
3078,3078,129,5,152.203719
3079,3079,129,5,813.207563
3080,3080,129,5,1775.3795
3081,3081,129,5,2627.20325
3082,3082,129,5,3238.44525
3083,3083,129,5,3627.85175
3084,3084,129,5,3795.9935
3085,3085,129,5,3748.33775
3086,3086,129,5,3506.2075
3087,3087,129,5,3066.6145
3088,3088,129,5,2410.7095
3089,3089,129,5,1572.442625
3090,3090,129,5,649.44125
3091,3091,129,5,101.361633
3092,3092,129,5,0
3093,3093,129,5,0
3094,3094,129,5,0
3095,3095,129,5,0
3096,3096,129,5,0
3097,3097,130,5,0
3098,3098,130,5,0
3099,3099,130,5,0
3100,3100,130,5,0
3101,3101,130,5,0
3102,3102,130,5,158.854688
3103,3103,130,5,800.8455
3104,3104,130,5,1729.05175
3105,3105,130,5,2543.16175
3106,3106,130,5,3149.9985
3107,3107,130,5,3528.8645
3108,3108,130,5,3697.8295
3109,3109,130,5,3654.168
3110,3110,130,5,3417.03875
3111,3111,130,5,3009.747
3112,3112,130,5,2371.7855
3113,3113,130,5,1545.038
3114,3114,130,5,664.989313
3115,3115,130,5,121.854195
3116,3116,130,5,0
3117,3117,130,5,0
3118,3118,130,5,0
3119,3119,130,5,0
3120,3120,130,5,0
3121,3121,131,5,0
3122,3122,131,5,0
3123,3123,131,5,0
3124,3124,131,5,0
3125,3125,131,5,0
3126,3126,131,5,172.3405
3127,3127,131,5,789.902063
3128,3128,131,5,1669.246125
3129,3129,131,5,2469.29525
3130,3130,131,5,3061.2385
3131,3131,131,5,3387.397
3132,3132,131,5,3164.456
3133,3133,131,5,2708.3915
3134,3134,131,5,2761.64825
3135,3135,131,5,2226.04425
3136,3136,131,5,2267.54225
3137,3137,131,5,1472.59775
3138,3138,131,5,660.415688
3139,3139,131,5,145.126172
3140,3140,131,5,0
3141,3141,131,5,0
3142,3142,131,5,0
3143,3143,131,5,0
3144,3144,131,5,0
3145,3145,132,5,0
3146,3146,132,5,0
3147,3147,132,5,0
3148,3148,132,5,0
3149,3149,132,5,0
3150,3150,132,5,177.230922
3151,3151,132,5,576.500563
3152,3152,132,5,1614.420875
3153,3153,132,5,2718.9755
3154,3154,132,5,3385.388
3155,3155,132,5,3815.8615
3156,3156,132,5,4016.356
3157,3157,132,5,3993.11975
3158,3158,132,5,3779.934
3159,3159,132,5,3316.41625
3160,3160,132,5,2633.09675
3161,3161,132,5,1733.291125
3162,3162,132,5,742.668938
3163,3163,132,5,125.544078
3164,3164,132,5,0
3165,3165,132,5,0
3166,3166,132,5,0
3167,3167,132,5,0
3168,3168,132,5,0
3169,3169,133,5,0
3170,3170,133,5,0
3171,3171,133,5,0
3172,3172,133,5,0
3173,3173,133,5,0
3174,3174,133,5,171.112531
3175,3175,133,5,900.95225
3176,3176,133,5,1923.242625
3177,3177,133,5,2795.512
3178,3178,133,5,3407.79325
3179,3179,133,5,3831.984
3180,3180,133,5,4003.67525
3181,3181,133,5,3956.8855
3182,3182,133,5,3672.52525
3183,3183,133,5,3209.3315
3184,3184,133,5,2542.305
3185,3185,133,5,1640.359375
3186,3186,133,5,711.031938
3187,3187,133,5,142.857891
3188,3188,133,5,0
3189,3189,133,5,0
3190,3190,133,5,0
3191,3191,133,5,0
3192,3192,133,5,0
3193,3193,134,5,0
3194,3194,134,5,0
3195,3195,134,5,0
3196,3196,134,5,0
3197,3197,134,5,0
3198,3198,134,5,13.394982
3199,3199,134,5,155.154547
3200,3200,134,5,740.091875
3201,3201,134,5,731.18925
3202,3202,134,5,1246.103625
3203,3203,134,5,1571.8465
3204,3204,134,5,2954.661
3205,3205,134,5,2936.53125
3206,3206,134,5,2156.50425
3207,3207,134,5,975.176875
3208,3208,134,5,596.649313
3209,3209,134,5,1057.393625
3210,3210,134,5,549.368563
3211,3211,134,5,76.741516
3212,3212,134,5,0
3213,3213,134,5,0
3214,3214,134,5,0
3215,3215,134,5,0
3216,3216,134,5,0
3217,3217,135,5,0
3218,3218,135,5,0
3219,3219,135,5,0
3220,3220,135,5,0
3221,3221,135,5,0
3222,3222,135,5,13.034512
3223,3223,135,5,216.171922
3224,3224,135,5,653.660313
3225,3225,135,5,1244.144875
3226,3226,135,5,2187.714
3227,3227,135,5,1910.408625
3228,3228,135,5,3193.1995
3229,3229,135,5,3309.18975
3230,3230,135,5,3532.54975
3231,3231,135,5,2194.17725
3232,3232,135,5,1886.245375
3233,3233,135,5,1078.54675
3234,3234,135,5,658.64725
3235,3235,135,5,161.208266
3236,3236,135,5,0
3237,3237,135,5,0
3238,3238,135,5,0
3239,3239,135,5,0
3240,3240,135,5,0
3241,3241,136,5,0
3242,3242,136,5,0
3243,3243,136,5,0
3244,3244,136,5,0
3245,3245,136,5,0
3246,3246,136,5,187.888063
3247,3247,136,5,875.265375
3248,3248,136,5,1832.028625
3249,3249,136,5,2678.5815
3250,3250,136,5,2124.163
3251,3251,136,5,2004.59775
3252,3252,136,5,3403.5895
3253,3253,136,5,2654.10425
3254,3254,136,5,2401.16125
3255,3255,136,5,1359.851125
3256,3256,136,5,2069.772375
3257,3257,136,5,1650.82675
3258,3258,136,5,482.700625
3259,3259,136,5,146.596188
3260,3260,136,5,0
3261,3261,136,5,0
3262,3262,136,5,0
3263,3263,136,5,0
3264,3264,136,5,0
3265,3265,137,5,0
3266,3266,137,5,0
3267,3267,137,5,0
3268,3268,137,5,0
3269,3269,137,5,0
3270,3270,137,5,187.611219
