id,houryear,dayyear,monthyear,dckwh
4616,4616,193,7,1534.06625
4617,4617,193,7,2156.852
4618,4618,193,7,2676.03425
4619,4619,193,7,2950.91575
4620,4620,193,7,3041.69
4621,4621,193,7,3082.07275
4622,4622,193,7,3123.733
4623,4623,193,7,1816.8955
4624,4624,193,7,2258.362
4625,4625,193,7,1551.93625
4626,4626,193,7,851.497688
4627,4627,193,7,265.725063
4628,4628,193,7,0
4629,4629,193,7,0
4630,4630,193,7,0
4631,4631,193,7,0
4632,4632,193,7,0
4633,4633,194,7,0
4634,4634,194,7,0
4635,4635,194,7,0
4636,4636,194,7,0
4637,4637,194,7,0
4638,4638,194,7,185.330922
4639,4639,194,7,606.058625
4640,4640,194,7,1204.840625
4641,4641,194,7,2118.062
4642,4642,194,7,2694.90675
4643,4643,194,7,2341.2035
4644,4644,194,7,3178.916
4645,4645,194,7,2895.735
4646,4646,194,7,2748.50875
4647,4647,194,7,2856.77775
4648,4648,194,7,2319.75575
4649,4649,194,7,1605.826125
4650,4650,194,7,844.397438
4651,4651,194,7,258.330656
4652,4652,194,7,0
4653,4653,194,7,0
4654,4654,194,7,0
4655,4655,194,7,0
4656,4656,194,7,0
4657,4657,195,7,0
4658,4658,195,7,0
4659,4659,195,7,0
4660,4660,195,7,0
4661,4661,195,7,0
4662,4662,195,7,153.322719
4663,4663,195,7,594.25725
4664,4664,195,7,826.520625
4665,4665,195,7,979.155125
4666,4666,195,7,1543.188625
4667,4667,195,7,1595.936
4668,4668,195,7,838.957188
4669,4669,195,7,767.179063
4670,4670,195,7,2008.827
4671,4671,195,7,1784.356625
4672,4672,195,7,1798.450875
4673,4673,195,7,933.813188
4674,4674,195,7,806.819563
4675,4675,195,7,219.867813
4676,4676,195,7,0
4677,4677,195,7,0
4678,4678,195,7,0
4679,4679,195,7,0
4680,4680,195,7,0
4681,4681,196,7,0
4682,4682,196,7,0
4683,4683,196,7,0
4684,4684,196,7,0
4685,4685,196,7,0
4686,4686,196,7,93.703867
4687,4687,196,7,603.920188
4688,4688,196,7,1061.854625
4689,4689,196,7,269.767781
4690,4690,196,7,2386.269
4691,4691,196,7,2351.466
4692,4692,196,7,2514.8165
4693,4693,196,7,1913.262125
4694,4694,196,7,2043.587375
4695,4695,196,7,1477.84925
4696,4696,196,7,1699.052
4697,4697,196,7,1351.002375
4698,4698,196,7,748.966063
4699,4699,196,7,227.715844
4700,4700,196,7,0
4701,4701,196,7,0
4702,4702,196,7,0
4703,4703,196,7,0
4704,4704,196,7,0
4705,4705,197,7,0
4706,4706,197,7,0
4707,4707,197,7,0
4708,4708,197,7,0
4709,4709,197,7,0
4710,4710,197,7,128.336719
4711,4711,197,7,747.0355
4712,4712,197,7,1698.236125
4713,4713,197,7,2526.248
4714,4714,197,7,3149.37575
4715,4715,197,7,3549.0095
4716,4716,197,7,3738.82475
4717,4717,197,7,3720.5385
4718,4718,197,7,3516.65325
4719,4719,197,7,3137.18075
4720,4720,197,7,2556.02225
4721,4721,197,7,1773.24375
4722,4722,197,7,871.082063
4723,4723,197,7,183.804125
4724,4724,197,7,0
4725,4725,197,7,0
4726,4726,197,7,0
4727,4727,197,7,0
4728,4728,197,7,0
4729,4729,198,7,0
4730,4730,198,7,0
4731,4731,198,7,0
4732,4732,198,7,0
4733,4733,198,7,0
4734,4734,198,7,129.190695
4735,4735,198,7,647.243188
4736,4736,198,7,1622.105125
4737,4737,198,7,2419.97375
4738,4738,198,7,2845.746
4739,4739,198,7,2876.51975
4740,4740,198,7,3285.80925
4741,4741,198,7,3594.95375
4742,4742,198,7,2791.02025
4743,4743,198,7,842.357188
4744,4744,198,7,1088.231125
4745,4745,198,7,1395.680375
4746,4746,198,7,193.251016
4747,4747,198,7,84.928594
4748,4748,198,7,0
4749,4749,198,7,0
4750,4750,198,7,0
4751,4751,198,7,0
4752,4752,198,7,0
4753,4753,199,7,0
4754,4754,199,7,0
4755,4755,199,7,0
4756,4756,199,7,0
4757,4757,199,7,0
4758,4758,199,7,8.527665
4759,4759,199,7,571.838188
4760,4760,199,7,450.702688
4761,4761,199,7,888.008188
4762,4762,199,7,1267.3375
4763,4763,199,7,1278.063625
4764,4764,199,7,1898.111
4765,4765,199,7,3461.49075
4766,4766,199,7,2473.74225
4767,4767,199,7,1805.404875
4768,4768,199,7,1016.28925
4769,4769,199,7,1054.261625
4770,4770,199,7,81.314172
4771,4771,199,7,206.086953
4772,4772,199,7,0
4773,4773,199,7,0
4774,4774,199,7,0
4775,4775,199,7,0
4776,4776,199,7,0
4777,4777,200,7,0
4778,4778,200,7,0
4779,4779,200,7,0
4780,4780,200,7,0
4781,4781,200,7,0
4782,4782,200,7,162.983281
4783,4783,200,7,611.671188
4784,4784,200,7,1459.35725
4785,4785,200,7,2186.10225
4786,4786,200,7,2777.468
4787,4787,200,7,3217.63125
4788,4788,200,7,3423.926
4789,4789,200,7,3441.363
4790,4790,200,7,2736.6285
4791,4791,200,7,2584.6885
4792,4792,200,7,1936.2005
4793,4793,200,7,1626.172375
4794,4794,200,7,721.61525
4795,4795,200,7,229.484813
4796,4796,200,7,0
4797,4797,200,7,0
4798,4798,200,7,0
4799,4799,200,7,0
4800,4800,200,7,0
4801,4801,201,7,0
4802,4802,201,7,0
4803,4803,201,7,0
4804,4804,201,7,0
4805,4805,201,7,0
4806,4806,201,7,165.829969
4807,4807,201,7,485.36625
4808,4808,201,7,1514.0395
4809,4809,201,7,1795.06075
4810,4810,201,7,2384.00325
4811,4811,201,7,2340.5095
4812,4812,201,7,3587.47375
4813,4813,201,7,3553.63125
4814,4814,201,7,3358.27375
4815,4815,201,7,3002.64425
4816,4816,201,7,2252.0625
4817,4817,201,7,1529.1945
4818,4818,201,7,813.344688
4819,4819,201,7,208.499219
4820,4820,201,7,0
4821,4821,201,7,0
4822,4822,201,7,0
4823,4823,201,7,0
4824,4824,201,7,0
4825,4825,202,7,0
4826,4826,202,7,0
4827,4827,202,7,0
4828,4828,202,7,0
4829,4829,202,7,0
4830,4830,202,7,72.095945
4831,4831,202,7,306.82925
4832,4832,202,7,712.364938
4833,4833,202,7,923.571563
4834,4834,202,7,1770.00525
4835,4835,202,7,3347.23675
4836,4836,202,7,2029.273125
4837,4837,202,7,2853.7855
4838,4838,202,7,2420.82025
4839,4839,202,7,2179.97075
4840,4840,202,7,1447.838125
4841,4841,202,7,162.275672
4842,4842,202,7,797.18325
4843,4843,202,7,211.540313
4844,4844,202,7,0
4845,4845,202,7,0
4846,4846,202,7,0
4847,4847,202,7,0
4848,4848,202,7,0
4849,4849,203,7,0
4850,4850,203,7,0
4851,4851,203,7,0
4852,4852,203,7,0
4853,4853,203,7,0
4854,4854,203,7,111.137992
4855,4855,203,7,700.92875
4856,4856,203,7,1642.645875
4857,4857,203,7,2468.03975
4858,4858,203,7,3093.79625
4859,4859,203,7,3518.5355
4860,4860,203,7,1368.689875
4861,4861,203,7,3062.4065
4862,4862,203,7,3564.41225
4863,4863,203,7,3155.13225
4864,4864,203,7,2572.8705
4865,4865,203,7,1783.393
4866,4866,203,7,862.073625
4867,4867,203,7,165.86925
4868,4868,203,7,0
4869,4869,203,7,0
4870,4870,203,7,0
4871,4871,203,7,0
4872,4872,203,7,0
4873,4873,204,7,0
4874,4874,204,7,0
4875,4875,204,7,0
4876,4876,204,7,0
4877,4877,204,7,0
4878,4878,204,7,120.650258
4879,4879,204,7,691.4195
4880,4880,204,7,1635.9585
4881,4881,204,7,2478.643
4882,4882,204,7,3110.42325
4883,4883,204,7,3523.029
4884,4884,204,7,3714.8305
4885,4885,204,7,3722.7315
4886,4886,204,7,3501.503
4887,4887,204,7,3123.0865
4888,4888,204,7,2531.58975
4889,4889,204,7,1749.332
4890,4890,204,7,517.219031
4891,4891,204,7,179.872703
4892,4892,204,7,0
4893,4893,204,7,0
4894,4894,204,7,0
4895,4895,204,7,0
4896,4896,204,7,0
4897,4897,205,7,0
4898,4898,205,7,0
4899,4899,205,7,0
4900,4900,205,7,0
4901,4901,205,7,0
4902,4902,205,7,124.968844
4903,4903,205,7,681.823063
4904,4904,205,7,1590.750875
4905,4905,205,7,2405.6845
4906,4906,205,7,3016.7685
4907,4907,205,7,3431.357
4908,4908,205,7,2915.35975
4909,4909,205,7,3652.491
4910,4910,205,7,3435.46675
4911,4911,205,7,3070.46675
4912,4912,205,7,1992.983875
4913,4913,205,7,1733.29225
4914,4914,205,7,833.072875
4915,4915,205,7,157.940953
4916,4916,205,7,0
4917,4917,205,7,0
4918,4918,205,7,0
4919,4919,205,7,0
4920,4920,205,7,0
4921,4921,206,7,0
4922,4922,206,7,0
4923,4923,206,7,0
4924,4924,206,7,0
4925,4925,206,7,0
4926,4926,206,7,116.492063
4927,4927,206,7,669.154375
4928,4928,206,7,1574.282
4929,4929,206,7,2361.42325
4930,4930,206,7,2958.69675
4931,4931,206,7,3363.82475
4932,4932,206,7,3190.215
4933,4933,206,7,3572.21975
4934,4934,206,7,2536.875
4935,4935,206,7,2169.87575
4936,4936,206,7,1725.17425
4937,4937,206,7,779.706813
4938,4938,206,7,143.271188
4939,4939,206,7,175.446063
4940,4940,206,7,0
4941,4941,206,7,0
4942,4942,206,7,0
4943,4943,206,7,0
4944,4944,206,7,0
4945,4945,207,7,0
4946,4946,207,7,0
4947,4947,207,7,0
4948,4948,207,7,0
4949,4949,207,7,0
4950,4950,207,7,94.63257
4951,4951,207,7,398.676031
4952,4952,207,7,879.17375
4953,4953,207,7,2105.95775
4954,4954,207,7,2853.219
4955,4955,207,7,3262.7675
4956,4956,207,7,3106.984
4957,4957,207,7,1879.691125
4958,4958,207,7,1223.299125
4959,4959,207,7,2659.20675
4960,4960,207,7,1978.073125
4961,4961,207,7,79.990031
4962,4962,207,7,598.309438
4963,4963,207,7,140.358453
4964,4964,207,7,0
4965,4965,207,7,0
4966,4966,207,7,0
4967,4967,207,7,0
4968,4968,207,7,0
4969,4969,208,7,0
4970,4970,208,7,0
4971,4971,208,7,0
4972,4972,208,7,0
4973,4973,208,7,0
4974,4974,208,7,137.789813
4975,4975,208,7,245.979109
4976,4976,208,7,847.844875
4977,4977,208,7,1808.322
4978,4978,208,7,2086.38
4979,4979,208,7,2670.64675
4980,4980,208,7,2836.8945
4981,4981,208,7,3133.36375
4982,4982,208,7,3325.02875
4983,4983,208,7,2957.65425
4984,4984,208,7,2391.44825
4985,4985,208,7,1647.081125
4986,4986,208,7,797.06875
4987,4987,208,7,164.220047
4988,4988,208,7,0
4989,4989,208,7,0
4990,4990,208,7,0
4991,4991,208,7,0
4992,4992,208,7,0
4993,4993,209,7,0
4994,4994,209,7,0
4995,4995,209,7,0
4996,4996,209,7,0
4997,4997,209,7,0
4998,4998,209,7,133.347656
4999,4999,209,7,576.93025
5000,5000,209,7,1266.768
5001,5001,209,7,2283.092
5002,5002,209,7,2650.35425
5003,5003,209,7,3266.1785
5004,5004,209,7,3467.1355
5005,5005,209,7,2808.48525
5006,5006,209,7,2148.27025
5007,5007,209,7,2954.12225
5008,5008,209,7,2367.68925
5009,5009,209,7,1615.135625
5010,5010,209,7,779.182688
5011,5011,209,7,165.663016
5012,5012,209,7,0
5013,5013,209,7,0
5014,5014,209,7,0
5015,5015,209,7,0
5016,5016,209,7,0
5017,5017,210,7,0
5018,5018,210,7,0
5019,5019,210,7,0
5020,5020,210,7,0
5021,5021,210,7,0
5022,5022,210,7,117.539344
5023,5023,210,7,512.952875
5024,5024,210,7,1249.702
5025,5025,210,7,2120.76475
5026,5026,210,7,2849.36575
5027,5027,210,7,2969.8295
5028,5028,210,7,3457.62675
5029,5029,210,7,3190.95775
5030,5030,210,7,3255.49325
5031,5031,210,7,2531.335
5032,5032,210,7,1777.017875
5033,5033,210,7,1584.510625
5034,5034,210,7,770.252
5035,5035,210,7,185.893219
5036,5036,210,7,0
5037,5037,210,7,0
5038,5038,210,7,0
5039,5039,210,7,0
5040,5040,210,7,0
5041,5041,211,7,0
5042,5042,211,7,0
5043,5043,211,7,0
5044,5044,211,7,0
5045,5045,211,7,0
5046,5046,211,7,131.477563
5047,5047,211,7,547.469938
5048,5048,211,7,690.650625
5049,5049,211,7,682.239063
5050,5050,211,7,1359.336125
5051,5051,211,7,1191.774
5052,5052,211,7,1465.726
5053,5053,211,7,1914.36675
5054,5054,211,7,2565.3235
5055,5055,211,7,2480.665
5056,5056,211,7,2163.26075
5057,5057,211,7,1634.36925
5058,5058,211,7,780.903813
5059,5059,211,7,142.559359
5060,5060,211,7,0
5061,5061,211,7,0
5062,5062,211,7,0
5063,5063,211,7,0
5064,5064,211,7,0
5065,5065,212,7,0
5066,5066,212,7,0
5067,5067,212,7,0
5068,5068,212,7,0
5069,5069,212,7,0
5070,5070,212,7,106.518344
5071,5071,212,7,629.470813
5072,5072,212,7,1533.927625
5073,5073,212,7,2364.67475
5074,5074,212,7,2988.04075
5075,5075,212,7,3417.375
5076,5076,212,7,3635.595
5077,5077,212,7,3629.95425
5078,5078,212,7,2546.01225
5079,5079,212,7,2383.535
5080,5080,212,7,2471.07775
5081,5081,212,7,1669.352125
5082,5082,212,7,777.403813
5083,5083,212,7,153.417484
5084,5084,212,7,0
5085,5085,212,7,0
5086,5086,212,7,0
5087,5087,212,7,0
5088,5088,212,7,0
5089,5089,213,8,0
5090,5090,213,8,0
5091,5091,213,8,0
5092,5092,213,8,0
5093,5093,213,8,0
5094,5094,213,8,118.58575
5095,5095,213,8,388.294281
5096,5096,213,8,399.538188
5097,5097,213,8,701.033438
5098,5098,213,8,217.429781
5099,5099,213,8,381.206031
5100,5100,213,8,426.249
5101,5101,213,8,943.80475
5102,5102,213,8,1287.694125
5103,5103,213,8,523.441844
5104,5104,213,8,686.589063
5105,5105,213,8,232.470578
5106,5106,213,8,46.541551
5107,5107,213,8,185.248172
5108,5108,213,8,0
5109,5109,213,8,0
5110,5110,213,8,0
5111,5111,213,8,0
5112,5112,213,8,0
5113,5113,214,8,0
5114,5114,214,8,0
5115,5115,214,8,0
5116,5116,214,8,0
5117,5117,214,8,0
5118,5118,214,8,114.106922
5119,5119,214,8,408.72625
5120,5120,214,8,1009.600063
5121,5121,214,8,1533.8675
5122,5122,214,8,3025.47775
5123,5123,214,8,3410.934
5124,5124,214,8,1843.56225
5125,5125,214,8,3391.5035
5126,5126,214,8,3071.97425
5127,5127,214,8,962.749688
5128,5128,214,8,1036.190563
5129,5129,214,8,1106.478375
5130,5130,214,8,778.889813
5131,5131,214,8,164.535828
5132,5132,214,8,0
5133,5133,214,8,0
5134,5134,214,8,0
5135,5135,214,8,0
5136,5136,214,8,0
5137,5137,215,8,0
5138,5138,215,8,0
5139,5139,215,8,0
5140,5140,215,8,0
5141,5141,215,8,0
5142,5142,215,8,107.928102
5143,5143,215,8,43.001039
5144,5144,215,8,661.649625
5145,5145,215,8,2044.755625
5146,5146,215,8,2152.88525
5147,5147,215,8,2334.2435
5148,5148,215,8,1991.893875
5149,5149,215,8,3129.673
5150,5150,215,8,3187.9645
5151,5151,215,8,2513.3135
5152,5152,215,8,2360.26425
5153,5153,215,8,1276.788
5154,5154,215,8,776.420125
5155,5155,215,8,137.884578
5156,5156,215,8,0
5157,5157,215,8,0
5158,5158,215,8,0
5159,5159,215,8,0
5160,5160,215,8,0
5161,5161,216,8,0
5162,5162,216,8,0
5163,5163,216,8,0
5164,5164,216,8,0
5165,5165,216,8,0
5166,5166,216,8,101.423383
5167,5167,216,8,619.954
5168,5168,216,8,1037.532938
5169,5169,216,8,1486.33225
5170,5170,216,8,1565.796375
5171,5171,216,8,2363.96375
5172,5172,216,8,3691.62775
5173,5173,216,8,3294.0115
5174,5174,216,8,3502.927
5175,5175,216,8,3124.09575
5176,5176,216,8,2530.31775
5177,5177,216,8,1721.22225
5178,5178,216,8,782.823438
5179,5179,216,8,121.701875
5180,5180,216,8,0
5181,5181,216,8,0
5182,5182,216,8,0
5183,5183,216,8,0
5184,5184,216,8,0
5185,5185,217,8,0
5186,5186,217,8,0
5187,5187,217,8,0
5188,5188,217,8,0
5189,5189,217,8,0
5190,5190,217,8,89.652344
5191,5191,217,8,636.501875
5192,5192,217,8,1607.513625
5193,5193,217,8,2480.477
5194,5194,217,8,3138.482
5195,5195,217,8,3569.6675
5196,5196,217,8,3249.42725
5197,5197,217,8,3340.33725
5198,5198,217,8,3138.07625
5199,5199,217,8,3153.21825
5200,5200,217,8,2526.814
5201,5201,217,8,1404.067875
5202,5202,217,8,733.3945
5203,5203,217,8,133.082016
5204,5204,217,8,0
5205,5205,217,8,0
5206,5206,217,8,0
5207,5207,217,8,0
5208,5208,217,8,0
5209,5209,218,8,0
5210,5210,218,8,0
5211,5211,218,8,0
5212,5212,218,8,0
5213,5213,218,8,0
5214,5214,218,8,93.67393
5215,5215,218,8,607.978563
5216,5216,218,8,1523.023875
5217,5217,218,8,2364.11875
5218,5218,218,8,2997.002
5219,5219,218,8,3417.0535
5220,5220,218,8,3339.63825
5221,5221,218,8,3599.31175
5222,5222,218,8,614.17325
5223,5223,218,8,1069.404375
5224,5224,218,8,1082.7965
5225,5225,218,8,757.844625
5226,5226,218,8,344.342063
5227,5227,218,8,81.323398
5228,5228,218,8,0
5229,5229,218,8,0
5230,5230,218,8,0
5231,5231,218,8,0
5232,5232,218,8,0
5233,5233,219,8,0
5234,5234,219,8,0
5235,5235,219,8,0
5236,5236,219,8,0
5237,5237,219,8,0
5238,5238,219,8,8.646962
5239,5239,219,8,610.604938
5240,5240,219,8,418.154313
5241,5241,219,8,463.550875
5242,5242,219,8,747.54875
5243,5243,219,8,429.723063
5244,5244,219,8,730.440625
5245,5245,219,8,1442.666125
5246,5246,219,8,681.229313
5247,5247,219,8,313.492656
5248,5248,219,8,183.520703
5249,5249,219,8,209.591625
5250,5250,219,8,126.642758
5251,5251,219,8,126.420258
5252,5252,219,8,0
5253,5253,219,8,0
5254,5254,219,8,0
5255,5255,219,8,0
5256,5256,219,8,0
5257,5257,220,8,0
5258,5258,220,8,0
5259,5259,220,8,0
5260,5260,220,8,0
5261,5261,220,8,0
5262,5262,220,8,21.314832
5263,5263,220,8,222.647813
5264,5264,220,8,331.646969
5265,5265,220,8,839.74775
5266,5266,220,8,2279.19875
5267,5267,220,8,2689.12825
5268,5268,220,8,2929.71525
5269,5269,220,8,290.252781
5270,5270,220,8,1548.12525
5271,5271,220,8,1990.0055
5272,5272,220,8,982.882688
5273,5273,220,8,1056.932
5274,5274,220,8,541.357563
5275,5275,220,8,142.707781
5276,5276,220,8,0
5277,5277,220,8,0
5278,5278,220,8,0
5279,5279,220,8,0
5280,5280,220,8,0
5281,5281,221,8,0
5282,5282,221,8,0
5283,5283,221,8,0
5284,5284,221,8,0
5285,5285,221,8,0
5286,5286,221,8,50.669793
5287,5287,221,8,319.748781
5288,5288,221,8,125.313328
5289,5289,221,8,1346.27775
5290,5290,221,8,815.243063
5291,5291,221,8,1902.68825
5292,5292,221,8,2810.62325
5293,5293,221,8,1719.150625
5294,5294,221,8,1864.375625
5295,5295,221,8,120.934195
5296,5296,221,8,1661.57875
5297,5297,221,8,1088.74975
5298,5298,221,8,204.375703
5299,5299,221,8,126.952125
5300,5300,221,8,0
5301,5301,221,8,0
5302,5302,221,8,0
5303,5303,221,8,0
5304,5304,221,8,0
5305,5305,222,8,0
5306,5306,222,8,0
5307,5307,222,8,0
5308,5308,222,8,0
5309,5309,222,8,0
5310,5310,222,8,94.360227
5311,5311,222,8,378.93025
5312,5312,222,8,471.528875
5313,5313,222,8,1783.43275
5314,5314,222,8,2997.70675
5315,5315,222,8,2630.4085
5316,5316,222,8,3666.15275
5317,5317,222,8,3658.19425
5318,5318,222,8,3448.45125
5319,5319,222,8,2580.21225
5320,5320,222,8,2458.63175
5321,5321,222,8,1630.007375
5322,5322,222,8,719.744188
5323,5323,222,8,113.553945
5324,5324,222,8,0
5325,5325,222,8,0
5326,5326,222,8,0
5327,5327,222,8,0
5328,5328,222,8,0
5329,5329,223,8,0
5330,5330,223,8,0
5331,5331,223,8,0
5332,5332,223,8,0
5333,5333,223,8,0
5334,5334,223,8,74.054023
5335,5335,223,8,593.458625
5336,5336,223,8,1549.00575
5337,5337,223,8,2399.15275
5338,5338,223,8,3031.31625
5339,5339,223,8,3429.93625
5340,5340,223,8,2784.0795
5341,5341,223,8,3635.078
5342,5342,223,8,2339.953
5343,5343,223,8,2257.6405
5344,5344,223,8,2395.108
5345,5345,223,8,459.525188
5346,5346,223,8,704.817438
5347,5347,223,8,114.369898
5348,5348,223,8,0
5349,5349,223,8,0
5350,5350,223,8,0
5351,5351,223,8,0
5352,5352,223,8,0
5353,5353,224,8,0
5354,5354,224,8,0
5355,5355,224,8,0
5356,5356,224,8,0
5357,5357,224,8,0
5358,5358,224,8,65.160879
5359,5359,224,8,409.787375
5360,5360,224,8,1434.434375
5361,5361,224,8,2237.07475
5362,5362,224,8,2867.13075
5363,5363,224,8,3095.1615
5364,5364,224,8,2919.33325
5365,5365,224,8,2781.76425
5366,5366,224,8,2527.514
5367,5367,224,8,2279.6625
5368,5368,224,8,1385.966
5369,5369,224,8,1541.9035
5370,5370,224,8,664.423688
5371,5371,224,8,109.356242
5372,5372,224,8,0
5373,5373,224,8,0
5374,5374,224,8,0
5375,5375,224,8,0
5376,5376,224,8,0
5377,5377,225,8,0
5378,5378,225,8,0
5379,5379,225,8,0
5380,5380,225,8,0
5381,5381,225,8,0
5382,5382,225,8,17.185861
5383,5383,225,8,123.959141
5384,5384,225,8,245.418
5385,5385,225,8,462.636094
5386,5386,225,8,835.727375
5387,5387,225,8,2524.8775
5388,5388,225,8,1979.25475
5389,5389,225,8,1080.68075
5390,5390,225,8,3320.44425
5391,5391,225,8,2879.71525
5392,5392,225,8,2272.4005
5393,5393,225,8,1486.72675
5394,5394,225,8,660.778875
5395,5395,225,8,120.967039
5396,5396,225,8,0
5397,5397,225,8,0
5398,5398,225,8,0
5399,5399,225,8,0
5400,5400,225,8,0
5401,5401,226,8,0
5402,5402,226,8,0
5403,5403,226,8,0
5404,5404,226,8,0
5405,5405,226,8,0
5406,5406,226,8,70.965672
5407,5407,226,8,597.79775
5408,5408,226,8,1569.386125
5409,5409,226,8,1839.357625
5410,5410,226,8,3142.3685
5411,5411,226,8,2072.889
5412,5412,226,8,1917.763375
5413,5413,226,8,3234.00925
5414,5414,226,8,2278.82675
5415,5415,226,8,1503.1735
5416,5416,226,8,2519.24175
5417,5417,226,8,1641.8485
5418,5418,226,8,596.720188
5419,5419,226,8,92.157992
5420,5420,226,8,0
5421,5421,226,8,0
5422,5422,226,8,0
5423,5423,226,8,0
5424,5424,226,8,0
5425,5425,227,8,0
5426,5426,227,8,0
5427,5427,227,8,0
5428,5428,227,8,0
5429,5429,227,8,0
5430,5430,227,8,62.951871
5431,5431,227,8,580.687938
5432,5432,227,8,1563.044875
5433,5433,227,8,2461.0095
5434,5434,227,8,3132.4295
5435,5435,227,8,2546.3755
5436,5436,227,8,3792.1685
5437,5437,227,8,3755.9145
5438,5438,227,8,3479.7105
5439,5439,227,8,2021.657125
5440,5440,227,8,2298.53025
5441,5441,227,8,1245.046375
5442,5442,227,8,683.143125
5443,5443,227,8,101.977156
5444,5444,227,8,0
5445,5445,227,8,0
5446,5446,227,8,0
5447,5447,227,8,0
5448,5448,227,8,0
5449,5449,228,8,0
5450,5450,228,8,0
5451,5451,228,8,0
5452,5452,228,8,0
5453,5453,228,8,0
5454,5454,228,8,67.365797
5455,5455,228,8,564.25725
5456,5456,228,8,1475.034375
5457,5457,228,8,2328.7
5458,5458,228,8,2973.86925
5459,5459,228,8,3432.233
5460,5460,228,8,2857.0055
5461,5461,228,8,3663.6575
5462,5462,228,8,3430.89875
5463,5463,228,8,3024.47825
5464,5464,228,8,1063.855375
5465,5465,228,8,1569.752
5466,5466,228,8,656.037875
5467,5467,228,8,93.892789
5468,5468,228,8,0
5469,5469,228,8,0
5470,5470,228,8,0
5471,5471,228,8,0
5472,5472,228,8,0
5473,5473,229,8,0
5474,5474,229,8,0
5475,5475,229,8,0
5476,5476,229,8,0
5477,5477,229,8,0
5478,5478,229,8,64.351992
5479,5479,229,8,566.889563
5480,5480,229,8,1354.700625
5481,5481,229,8,1976.993875
5482,5482,229,8,2605.056
5483,5483,229,8,2900.709
5484,5484,229,8,3315.06925
5485,5485,229,8,3315.215
5486,5486,229,8,2935.952
5487,5487,229,8,2943.42725
5488,5488,229,8,2212.0025
5489,5489,229,8,1282.156625
5490,5490,229,8,523.004313
5491,5491,229,8,91.361039
5492,5492,229,8,0
5493,5493,229,8,0
5494,5494,229,8,0
5495,5495,229,8,0
5496,5496,229,8,0
5497,5497,230,8,0
5498,5498,230,8,0
5499,5499,230,8,0
5500,5500,230,8,0
5501,5501,230,8,0
5502,5502,230,8,56.156164
5503,5503,230,8,416.526344
5504,5504,230,8,635.604875
5505,5505,230,8,848.215625
5506,5506,230,8,1288.668
5507,5507,230,8,1793.88375
5508,5508,230,8,1395.4135
5509,5509,230,8,1448.402875
5510,5510,230,8,2080.958375
5511,5511,230,8,1994.910875
5512,5512,230,8,1425.40825
5513,5513,230,8,876.602063
5514,5514,230,8,429.359688
5515,5515,230,8,63.841582
5516,5516,230,8,0
5517,5517,230,8,0
5518,5518,230,8,0
5519,5519,230,8,0
5520,5520,230,8,0
5521,5521,231,8,0
5522,5522,231,8,0
5523,5523,231,8,0
5524,5524,231,8,0
5525,5525,231,8,0
5526,5526,231,8,13.079224
5527,5527,231,8,294.69475
5528,5528,231,8,1029.360125
5529,5529,231,8,1682.76175
5530,5530,231,8,2040.110125
5531,5531,231,8,2273.338
5532,5532,231,8,2003.324125
5533,5533,231,8,2841.91525
5534,5534,231,8,1568.30775
5535,5535,231,8,1002.174938
5536,5536,231,8,1896.554
5537,5537,231,8,631.868938
5538,5538,231,8,598.350875
5539,5539,231,8,71.982906
5540,5540,231,8,0
5541,5541,231,8,0
5542,5542,231,8,0
5543,5543,231,8,0
5544,5544,231,8,0
5545,5545,232,8,0
5546,5546,232,8,0
5547,5547,232,8,0
5548,5548,232,8,0
5549,5549,232,8,0
5550,5550,232,8,47.362754
5551,5551,232,8,531.368
5552,5552,232,8,1382.480875
5553,5553,232,8,2209.72125
5554,5554,232,8,2845.46375
5555,5555,232,8,3298.73675
5556,5556,232,8,3508.5525
5557,5557,232,8,3489.7695
5558,5558,232,8,3241.55775
5559,5559,232,8,2832.82275
5560,5560,232,8,2208.74925
5561,5561,232,8,1410.64075
5562,5562,232,8,581.972313
5563,5563,232,8,64.353594
5564,5564,232,8,0
5565,5565,232,8,0
5566,5566,232,8,0
5567,5567,232,8,0
5568,5568,232,8,0
5569,5569,233,8,0
5570,5570,233,8,0
5571,5571,233,8,0
5572,5572,233,8,0
5573,5573,233,8,0
5574,5574,233,8,41.302559
5575,5575,233,8,520.835969
5576,5576,233,8,1396.22525
5577,5577,233,8,2223.92125
5578,5578,233,8,2867.694
5579,5579,233,8,3317.48625
5580,5580,233,8,3507.77225
5581,5581,233,8,3496.10475
5582,5582,233,8,3209.66925
5583,5583,233,8,2784.62875
5584,5584,233,8,1896.9875
5585,5585,233,8,1297.074375
5586,5586,233,8,566.439
5587,5587,233,8,83.056547
5588,5588,233,8,0
5589,5589,233,8,0
5590,5590,233,8,0
5591,5591,233,8,0
5592,5592,233,8,0
5593,5593,234,8,0
5594,5594,234,8,0
5595,5595,234,8,0
5596,5596,234,8,0
5597,5597,234,8,0
5598,5598,234,8,30.090121
5599,5599,234,8,461.908594
5600,5600,234,8,1230.531125
5601,5601,234,8,2116.0515
5602,5602,234,8,2724.96125
5603,5603,234,8,3135.773
5604,5604,234,8,2630.04575
5605,5605,234,8,3391.51625
5606,5606,234,8,2212.91325
5607,5607,234,8,2513.1365
5608,5608,234,8,1674.648625
5609,5609,234,8,1096.9495
