id,hour,year,month,day,hourday,houryear,monthyear,lbmp,e,icap,drv,curve,weeday_flag,icap_a2_day_flag,icap_a2_hour_flag,icap_flag,drv_day_winter_flag,drv_hour_winter_flag,drv_day_summer_flag,drv_hour_summer_flag,drv_flag
1,1,1,1,1,1,1,1,0.035552512,0.03103,0,0,0.066582512,0,0,0,0,0,0,0,0,0
2,2,1,1,1,2,2,1,0.037449253,0.03103,0,0,0.068479253,0,0,0,0,0,0,0,0,0
3,3,1,1,1,3,3,1,0.031421967,0.03103,0,0,0.062451967,0,0,0,0,0,0,0,0,0
4,4,1,1,1,4,4,1,0.031473377,0.03103,0,0,0.062503377,0,0,0,0,0,0,0,0,0
5,5,1,1,1,5,5,1,0.032478878,0.03103,0,0,0.063508878,0,0,0,0,0,0,0,0,0
6,6,1,1,1,6,6,1,0.04034581,0.03103,0,0,0.07137581,0,0,0,0,0,0,0,0,0
7,7,1,1,1,7,7,1,0.045190484,0.03103,0,0,0.076220484,0,0,0,0,0,0,0,0,0
8,8,1,1,1,8,8,1,0.037329273,0.03103,0,0,0.068359273,0,0,0,0,0,0,0,0,0
9,9,1,1,1,9,9,1,0.040528607,0.03103,0,0,0.071558607,0,0,0,0,0,0,0,0,0
10,10,1,1,1,10,10,1,0.045099069,0.03103,0,0,0.076129069,0,0,0,0,0,0,0,0,0
11,11,1,1,1,11,11,1,0.043122352,0.03103,0,0,0.074152352,0,0,0,0,0,0,0,0,0
12,12,1,1,1,12,12,1,0.033301549,0.03103,0,0,0.064331549,0,0,0,0,0,0,0,0,0
13,13,1,1,1,13,13,1,0.03109059,0.03103,0,0,0.06212059,0,0,0,0,0,0,0,0,0
14,14,1,1,1,14,14,1,0.025491782,0.03103,0,0,0.056521782,0,0,1,0,0,0,0,1,0
15,15,1,1,1,15,15,1,0.025440371,0.03103,0,0,0.056470371,0,0,1,0,0,0,0,1,0
16,16,1,1,1,16,16,1,0.032027555,0.03103,0,0,0.063057555,0,0,1,0,0,0,0,1,0
17,17,1,1,1,17,17,1,0.057227965,0.03103,0,0,0.088257965,0,0,1,0,0,0,0,1,0
18,18,1,1,1,18,18,1,0.099470516,0.03103,0,0,0.130500516,0,0,1,0,0,1,0,1,0
19,19,1,1,1,19,19,1,0.102984033,0.03103,0,0,0.134014033,0,0,0,0,0,1,0,0,0
20,20,1,1,1,20,20,1,0.071190753,0.03103,0,0,0.102220753,0,0,0,0,0,0,0,0,0
21,21,1,1,1,21,21,1,0.060941472,0.03103,0,0,0.091971472,0,0,0,0,0,0,0,0,0
22,22,1,1,1,22,22,1,0.047178641,0.03103,0,0,0.078208641,0,0,0,0,0,0,0,0,0
23,23,1,1,1,23,23,1,0.038049122,0.03103,0,0,0.069079122,0,0,0,0,0,0,0,0,0
24,24,1,1,1,24,24,1,0.038254798,0.03103,0,0,0.069284798,0,0,0,0,0,0,0,0,0
25,25,1,1,2,1,25,1,0.078783438,0.03103,0,0,0.109813438,0,0,0,0,1,0,0,0,0
26,26,1,1,2,2,26,1,0.071682047,0.03103,0,0,0.102712047,0,0,0,0,1,0,0,0,0
27,27,1,1,2,3,27,1,0.066534561,0.03103,0,0,0.097564561,0,0,0,0,1,0,0,0,0
28,28,1,1,2,4,28,1,0.066408895,0.03103,0,0,0.097438895,0,0,0,0,1,0,0,0,0
29,29,1,1,2,5,29,1,0.078017865,0.03103,0,0,0.109047865,0,0,0,0,1,0,0,0,0
30,30,1,1,2,6,30,1,0.082668336,0.03103,0,0,0.113698336,0,0,0,0,1,0,0,0,0
31,31,1,1,2,7,31,1,0.084028025,0.03103,0,0,0.115058025,0,0,0,0,1,0,0,0,0
32,32,1,1,2,8,32,1,0.081788502,0.03103,0,0,0.112818502,0,0,0,0,1,0,0,0,0
33,33,1,1,2,9,33,1,0.085353463,0.03103,0,0,0.116383463,0,0,0,0,1,0,0,0,0
34,34,1,1,2,10,34,1,0.093791698,0.03103,0,0,0.124821698,0,0,0,0,1,0,0,0,0
35,35,1,1,2,11,35,1,0.080634455,0.03103,0,0,0.111664455,0,0,0,0,1,0,0,0,0
36,36,1,1,2,12,36,1,0.066888783,0.03103,0,0,0.097918783,0,0,0,0,1,0,0,0,0
37,37,1,1,2,13,37,1,0.060027387,0.03103,0,0,0.091057387,0,0,0,0,1,0,0,0,0
38,38,1,1,2,14,38,1,0.054274312,0.03103,0,0,0.085304312,0,0,1,0,1,0,0,1,0
39,39,1,1,2,15,39,1,0.052806049,0.03103,0,0,0.083836049,0,0,1,0,1,0,0,1,0
40,40,1,1,2,16,40,1,0.052823174,0.03103,0,0,0.083853174,0,0,1,0,1,0,0,1,0
41,41,1,1,2,17,41,1,0.065951852,0.03103,0,0,0.096981852,0,0,1,0,1,0,0,1,0
42,42,1,1,2,18,42,1,0.103012599,0.03103,0,0,0.134042599,0,0,1,0,1,1,0,1,0
43,43,1,1,2,19,43,1,0.098385006,0.03103,0,0,0.129415006,0,0,0,0,1,1,0,0,0
44,44,1,1,2,20,44,1,0.082611206,0.03103,0,0,0.113641206,0,0,0,0,1,0,0,0,0
45,45,1,1,2,21,45,1,0.066014668,0.03103,0,0,0.097044668,0,0,0,0,1,0,0,0,0
46,46,1,1,2,22,46,1,0.051754823,0.03103,0,0,0.082784823,0,0,0,0,1,0,0,0,0
47,47,1,1,2,23,47,1,0.046578772,0.03103,0,0,0.077608772,0,0,0,0,1,0,0,0,0
48,48,1,1,2,24,48,1,0.043927897,0.03103,0,0,0.074957897,0,0,0,0,1,0,0,0,0
49,49,1,1,3,1,49,1,0.038443348,0.03103,0,0,0.069473348,1,0,0,0,1,0,0,0,0
50,50,1,1,3,2,50,1,0.038997526,0.03103,0,0,0.070027526,1,0,0,0,1,0,0,0,0
51,51,1,1,3,3,51,1,0.034181383,0.03103,0,0,0.065211383,1,0,0,0,1,0,0,0,0
52,52,1,1,3,4,52,1,0.031719058,0.03103,0,0,0.062749058,1,0,0,0,1,0,0,0,0
53,53,1,1,3,5,53,1,0.03353579,0.03103,0,0,0.06456579,1,0,0,0,1,0,0,0,0
54,54,1,1,3,6,54,1,0.045316185,0.03103,0,0,0.076346185,1,0,0,0,1,0,0,0,0
55,55,1,1,3,7,55,1,0.057427922,0.03103,0,0,0.088457922,1,0,0,0,1,0,0,0,0
56,56,1,1,3,8,56,1,0.066604398,0.03103,0,0,0.097634398,1,0,0,0,1,0,0,0,0
57,57,1,1,3,9,57,1,0.083147309,0.03103,0,0,0.114177309,1,0,0,0,1,0,0,0,0
58,58,1,1,3,10,58,1,0.072597072,0.03103,0,0,0.103627072,1,0,0,0,1,0,0,0,0
59,59,1,1,3,11,59,1,0.068061095,0.03103,0,0,0.099091095,1,0,0,0,1,0,0,0,0
60,60,1,1,3,12,60,1,0.055167121,0.03103,0,0,0.086197121,1,0,0,0,1,0,0,0,0
61,61,1,1,3,13,61,1,0.052102281,0.03103,0,0,0.083132281,1,0,0,0,1,0,0,0,0
62,62,1,1,3,14,62,1,0.045200982,0.03103,0,0,0.076230982,1,0,1,0,1,0,0,1,0
63,63,1,1,3,15,63,1,0.04270585,0.03103,0,0,0.07373585,1,0,1,0,1,0,0,1,0
64,64,1,1,3,16,64,1,0.037246808,0.03103,0,0,0.068276808,1,0,1,0,1,0,0,1,0
65,65,1,1,3,17,65,1,0.057207967,0.03103,0,0,0.088237967,1,0,1,0,1,0,0,1,0
66,66,1,1,3,18,66,1,0.081568047,0.03103,0,0.088726077,0.201324123,1,0,1,0,1,1,0,1,1
67,67,1,1,3,19,67,1,0.081878133,0.03103,0,0.088726077,0.20163421,1,0,0,0,1,1,0,0,1
68,68,1,1,3,20,68,1,0.067296671,0.03103,0,0,0.098326671,1,0,0,0,1,0,0,0,0
69,69,1,1,3,21,69,1,0.054489289,0.03103,0,0,0.085519289,1,0,0,0,1,0,0,0,0
70,70,1,1,3,22,70,1,0.045878866,0.03103,0,0,0.076908866,1,0,0,0,1,0,0,0,0
71,71,1,1,3,23,71,1,0.038912662,0.03103,0,0,0.069942662,1,0,0,0,1,0,0,0,0
72,72,1,1,3,24,72,1,0.028096933,0.03103,0,0,0.059126933,1,0,0,0,1,0,0,0,0
73,73,1,1,4,1,73,1,0.061981258,0.03103,0,0,0.093011258,1,0,0,0,1,0,0,0,0
74,74,1,1,4,2,74,1,0.053565869,0.03103,0,0,0.084595869,1,0,0,0,1,0,0,0,0
75,75,1,1,4,3,75,1,0.052766044,0.03103,0,0,0.083796044,1,0,0,0,1,0,0,0,0
76,76,1,1,4,4,76,1,0.041197045,0.03103,0,0,0.072227045,1,0,0,0,1,0,0,0,0
77,77,1,1,4,5,77,1,0.055188398,0.03103,0,0,0.086218398,1,0,0,0,1,0,0,0,0
78,78,1,1,4,6,78,1,0.078823409,0.03103,0,0,0.109853409,1,0,0,0,1,0,0,0,0
79,79,1,1,4,7,79,1,0.103978129,0.03103,0,0,0.135008129,1,0,0,0,1,0,0,0,0
80,80,1,1,4,8,80,1,0.141299975,0.03103,0,0,0.172329975,1,0,0,0,1,0,0,0,0
81,81,1,1,4,9,81,1,0.14326867,0.03103,0,0,0.17429867,1,0,0,0,1,0,0,0,0
82,82,1,1,4,10,82,1,0.11378132,0.03103,0,0,0.14481132,1,0,0,0,1,0,0,0,0
83,83,1,1,4,11,83,1,0.08619776,0.03103,0,0,0.11722776,1,0,0,0,1,0,0,0,0
84,84,1,1,4,12,84,1,0.06089298,0.03103,0,0,0.09192298,1,0,0,0,1,0,0,0,0
85,85,1,1,4,13,85,1,0.05386187,0.03103,0,0,0.08489187,1,0,0,0,1,0,0,0,0
86,86,1,1,4,14,86,1,0.04766009,0.03103,0,0,0.07869009,1,0,1,0,1,0,0,1,0
87,87,1,1,4,15,87,1,0.045597609,0.03103,0,0,0.076627609,1,0,1,0,1,0,0,1,0
88,88,1,1,4,16,88,1,0.050479749,0.03103,0,0,0.081509749,1,0,1,0,1,0,0,1,0
89,89,1,1,4,17,89,1,0.070837484,0.03103,0,0,0.101867484,1,0,1,0,1,0,0,1,0
90,90,1,1,4,18,90,1,0.119305217,0.03103,0,0.088726077,0.239061293,1,0,1,0,1,1,0,1,1
91,91,1,1,4,19,91,1,0.101644525,0.03103,0,0.088726077,0.221400601,1,0,0,0,1,1,0,0,1
92,92,1,1,4,20,92,1,0.084978998,0.03103,0,0,0.116008998,1,0,0,0,1,0,0,0,0
93,93,1,1,4,21,93,1,0.08234686,0.03103,0,0,0.11337686,1,0,0,0,1,0,0,0,0
94,94,1,1,4,22,94,1,0.063200641,0.03103,0,0,0.094230641,1,0,0,0,1,0,0,0,0
95,95,1,1,4,23,95,1,0.046419744,0.03103,0,0,0.077449744,1,0,0,0,1,0,0,0,0
96,96,1,1,4,24,96,1,0.041722658,0.03103,0,0,0.072752658,1,0,0,0,1,0,0,0,0
97,97,1,1,5,1,97,1,0.048572649,0.03103,0,0,0.079602649,1,0,0,0,1,0,0,0,0
98,98,1,1,5,2,98,1,0.053645845,0.03103,0,0,0.084675845,1,0,0,0,1,0,0,0,0
99,99,1,1,5,3,99,1,0.048903991,0.03103,0,0,0.079933991,1,0,0,0,1,0,0,0,0
100,100,1,1,5,4,100,1,0.03867187,0.03103,0,0,0.06970187,1,0,0,0,1,0,0,0,0
101,101,1,1,5,5,101,1,0.045430445,0.03103,0,0,0.076460445,1,0,0,0,1,0,0,0,0
102,102,1,1,5,6,102,1,0.061575626,0.03103,0,0,0.092605626,1,0,0,0,1,0,0,0,0
103,103,1,1,5,7,103,1,0.097099573,0.03103,0,0,0.128129573,1,0,0,0,1,0,0,0,0
104,104,1,1,5,8,104,1,0.139915378,0.03103,0,0,0.170945378,1,0,0,0,1,0,0,0,0
105,105,1,1,5,9,105,1,0.132920344,0.03103,0,0,0.163950344,1,0,0,0,1,0,0,0,0
106,106,1,1,5,10,106,1,0.116204352,0.03103,0,0,0.147234352,1,0,0,0,1,0,0,0,0
107,107,1,1,5,11,107,1,0.126567118,0.03103,0,0,0.157597118,1,0,0,0,1,0,0,0,0
108,108,1,1,5,12,108,1,0.070383146,0.03103,0,0,0.101413146,1,0,0,0,1,0,0,0,0
109,109,1,1,5,13,109,1,0.067044295,0.03103,0,0,0.098074295,1,0,0,0,1,0,0,0,0
110,110,1,1,5,14,110,1,0.063979455,0.03103,0,0,0.095009455,1,0,1,0,1,0,0,1,0
111,111,1,1,5,15,111,1,0.059356937,0.03103,0,0,0.090386937,1,0,1,0,1,0,0,1,0
112,112,1,1,5,16,112,1,0.06690729,0.03103,0,0,0.09793729,1,0,1,0,1,0,0,1,0
113,113,1,1,5,17,113,1,0.113961596,0.03103,0,0,0.144991596,1,0,1,0,1,0,0,1,0
114,114,1,1,5,18,114,1,0.148770982,0.03103,0,0.088726077,0.268527059,1,0,1,0,1,1,0,1,1
115,115,1,1,5,19,115,1,0.144400891,0.03103,0,0.088726077,0.264156968,1,0,0,0,1,1,0,0,1
116,116,1,1,5,20,116,1,0.119031206,0.03103,0,0,0.150061206,1,0,0,0,1,0,0,0,0
117,117,1,1,5,21,117,1,0.102408949,0.03103,0,0,0.133438949,1,0,0,0,1,0,0,0,0
118,118,1,1,5,22,118,1,0.064707803,0.03103,0,0,0.095737803,1,0,0,0,1,0,0,0,0
119,119,1,1,5,23,119,1,0.048381193,0.03103,0,0,0.079411193,1,0,0,0,1,0,0,0,0
120,120,1,1,5,24,120,1,0.02861114,0.03103,0,0,0.05964114,1,0,0,0,1,0,0,0,0
121,121,1,1,6,1,121,1,0.055051292,0.03103,0,0,0.086081292,1,0,0,0,1,0,0,0,0
122,122,1,1,6,2,122,1,0.052223305,0.03103,0,0,0.083253305,1,0,0,0,1,0,0,0,0
123,123,1,1,6,3,123,1,0.050503675,0.03103,0,0,0.081533675,1,0,0,0,1,0,0,0,0
124,124,1,1,6,4,124,1,0.050595057,0.03103,0,0,0.081625057,1,0,0,0,1,0,0,0,0
125,125,1,1,6,5,125,1,0.053348787,0.03103,0,0,0.084378787,1,0,0,0,1,0,0,0,0
126,126,1,1,6,6,126,1,0.068242786,0.03103,0,0,0.099272786,1,0,0,0,1,0,0,0,0
127,127,1,1,6,7,127,1,0.084279426,0.03103,0,0,0.115309426,1,0,0,0,1,0,0,0,0
128,128,1,1,6,8,128,1,0.121035976,0.03103,0,0,0.152065976,1,0,0,0,1,0,0,0,0
129,129,1,1,6,9,129,1,0.126646413,0.03103,0,0,0.157676413,1,0,0,0,1,0,0,0,0
130,130,1,1,6,10,130,1,0.123891659,0.03103,0,0,0.154921659,1,0,0,0,1,0,0,0,0
131,131,1,1,6,11,131,1,0.124987805,0.03103,0,0,0.156017805,1,0,0,0,1,0,0,0,0
132,132,1,1,6,12,132,1,0.102827211,0.03103,0,0,0.133857211,1,0,0,0,1,0,0,0,0
133,133,1,1,6,13,133,1,0.091462086,0.03103,0,0,0.122492086,1,0,0,0,1,0,0,0,0
134,134,1,1,6,14,134,1,0.08544053,0.03103,0,0,0.11647053,1,0,1,0,1,0,0,1,0
135,135,1,1,6,15,135,1,0.07935412,0.03103,0,0,0.11038412,1,0,1,0,1,0,0,1,0
136,136,1,1,6,16,136,1,0.0863564,0.03103,0,0,0.1173864,1,0,1,0,1,0,0,1,0
137,137,1,1,6,17,137,1,0.103303184,0.03103,0,0,0.134333184,1,0,1,0,1,0,0,1,0
138,138,1,1,6,18,138,1,0.137723138,0.03103,0,0.088726077,0.257479215,1,0,1,0,1,1,0,1,1
139,139,1,1,6,19,139,1,0.130677588,0.03103,0,0.088726077,0.250433664,1,0,0,0,1,1,0,0,1
140,140,1,1,6,20,140,1,0.115555298,0.03103,0,0,0.146585298,1,0,0,0,1,0,0,0,0
141,141,1,1,6,21,141,1,0.103158933,0.03103,0,0,0.134188933,1,0,0,0,1,0,0,0,0
142,142,1,1,6,22,142,1,0.094317769,0.03103,0,0,0.125347769,1,0,0,0,1,0,0,0,0
143,143,1,1,6,23,143,1,0.060049261,0.03103,0,0,0.091079261,1,0,0,0,1,0,0,0,0
144,144,1,1,6,24,144,1,0.046550207,0.03103,0,0,0.077580207,1,0,0,0,1,0,0,0,0
145,145,1,1,7,1,145,1,0.074858536,0.03103,0,0,0.105888536,1,0,0,0,1,0,0,0,0
146,146,1,1,7,2,146,1,0.068151371,0.03103,0,0,0.099181371,1,0,0,0,1,0,0,0,0
147,147,1,1,7,3,147,1,0.065180558,0.03103,0,0,0.096210558,1,0,0,0,1,0,0,0,0
148,148,1,1,7,4,148,1,0.067460087,0.03103,0,0,0.098490087,1,0,0,0,1,0,0,0,0
149,149,1,1,7,5,149,1,0.073630233,0.03103,0,0,0.104660233,1,0,0,0,1,0,0,0,0
150,150,1,1,7,6,150,1,0.091780696,0.03103,0,0,0.122810696,1,0,0,0,1,0,0,0,0
151,151,1,1,7,7,151,1,0.115358577,0.03103,0,0,0.146388577,1,0,0,0,1,0,0,0,0
152,152,1,1,7,8,152,1,0.166943671,0.03103,0,0,0.197973671,1,0,0,0,1,0,0,0,0
153,153,1,1,7,9,153,1,0.169107082,0.03103,0,0,0.200137082,1,0,0,0,1,0,0,0,0
154,154,1,1,7,10,154,1,0.165357164,0.03103,0,0,0.196387164,1,0,0,0,1,0,0,0,0
155,155,1,1,7,11,155,1,0.156393435,0.03103,0,0,0.187423435,1,0,0,0,1,0,0,0,0
156,156,1,1,7,12,156,1,0.144119634,0.03103,0,0,0.175149634,1,0,0,0,1,0,0,0,0
157,157,1,1,7,13,157,1,0.138033225,0.03103,0,0,0.169063225,1,0,0,0,1,0,0,0,0
158,158,1,1,7,14,158,1,0.132588623,0.03103,0,0,0.163618623,1,0,1,0,1,0,0,1,0
159,159,1,1,7,15,159,1,0.125319527,0.03103,0,0,0.156349527,1,0,1,0,1,0,0,1,0
160,160,1,1,7,16,160,1,0.131802563,0.03103,0,0,0.162832563,1,0,1,0,1,0,0,1,0
161,161,1,1,7,17,161,1,0.137614962,0.03103,0,0,0.168644962,1,0,1,0,1,0,0,1,0
162,162,1,1,7,18,162,1,0.180032361,0.03103,0,0.088726077,0.299788438,1,0,1,0,1,1,0,1,1
163,163,1,1,7,19,163,1,0.189688414,0.03103,0,0.088726077,0.30944449,1,0,0,0,1,1,0,0,1
164,164,1,1,7,20,164,1,0.180284737,0.03103,0,0,0.211314737,1,0,0,0,1,0,0,0,0
165,165,1,1,7,21,165,1,0.147069104,0.03103,0,0,0.178099104,1,0,0,0,1,0,0,0,0
166,166,1,1,7,22,166,1,0.146045059,0.03103,0,0,0.177075059,1,0,0,0,1,0,0,0,0
167,167,1,1,7,23,167,1,0.136857784,0.03103,0,0,0.167887784,1,0,0,0,1,0,0,0,0
168,168,1,1,7,24,168,1,0.096128357,0.03103,0,0,0.127158357,1,0,0,0,1,0,0,0,0
169,169,1,1,8,1,169,1,0.081120063,0.03103,0,0,0.112150063,0,0,0,0,1,0,0,0,0
170,170,1,1,8,2,170,1,0.072841814,0.03103,0,0,0.103871814,0,0,0,0,1,0,0,0,0
171,171,1,1,8,3,171,1,0.06714587,0.03103,0,0,0.09817587,0,0,0,0,1,0,0,0,0
172,172,1,1,8,4,172,1,0.072384771,0.03103,0,0,0.103414771,0,0,0,0,1,0,0,0,0
173,173,1,1,8,5,173,1,0.073550257,0.03103,0,0,0.104580257,0,0,0,0,1,0,0,0,0
174,174,1,1,8,6,174,1,0.084433658,0.03103,0,0,0.115463658,0,0,0,0,1,0,0,0,0
175,175,1,1,8,7,175,1,0.097048162,0.03103,0,0,0.128078162,0,0,0,0,1,0,0,0,0
176,176,1,1,8,8,176,1,0.107291723,0.03103,0,0,0.138321723,0,0,0,0,1,0,0,0,0
177,177,1,1,8,9,177,1,0.122385678,0.03103,0,0,0.153415678,0,0,0,0,1,0,0,0,0
178,178,1,1,8,10,178,1,0.147740354,0.03103,0,0,0.178770354,0,0,0,0,1,0,0,0,0
179,179,1,1,8,11,179,1,0.137296837,0.03103,0,0,0.168326837,0,0,0,0,1,0,0,0,0
180,180,1,1,8,12,180,1,0.111513684,0.03103,0,0,0.142543684,0,0,0,0,1,0,0,0,0
181,181,1,1,8,13,181,1,0.094665813,0.03103,0,0,0.125695813,0,0,0,0,1,0,0,0,0
182,182,1,1,8,14,182,1,0.089855389,0.03103,0,0,0.120885389,0,0,1,0,1,0,0,1,0
183,183,1,1,8,15,183,1,0.087181668,0.03103,0,0,0.118211668,0,0,1,0,1,0,0,1,0
184,184,1,1,8,16,184,1,0.087667276,0.03103,0,0,0.118697276,0,0,1,0,1,0,0,1,0
185,185,1,1,8,17,185,1,0.109137054,0.03103,0,0,0.140167054,0,0,1,0,1,0,0,1,0
186,186,1,1,8,18,186,1,0.168381707,0.03103,0,0,0.199411707,0,0,1,0,1,1,0,1,0
187,187,1,1,8,19,187,1,0.171569635,0.03103,0,0,0.202599635,0,0,0,0,1,1,0,0,0
188,188,1,1,8,20,188,1,0.148168832,0.03103,0,0,0.179198832,0,0,0,0,1,0,0,0,0
189,189,1,1,8,21,189,1,0.108188683,0.03103,0,0,0.139218683,0,0,0,0,1,0,0,0,0
190,190,1,1,8,22,190,1,0.109102769,0.03103,0,0,0.140132769,0,0,0,0,1,0,0,0,0
191,191,1,1,8,23,191,1,0.091249363,0.03103,0,0,0.122279363,0,0,0,0,1,0,0,0,0
192,192,1,1,8,24,192,1,0.089615428,0.03103,0,0,0.120645428,0,0,0,0,1,0,0,0,0
193,193,1,1,9,1,193,1,0.028405464,0.03103,0,0,0.059435464,0,0,0,0,1,0,0,0,0
194,194,1,1,9,2,194,1,0.024326295,0.03103,0,0,0.055356295,0,0,0,0,1,0,0,0,0
195,195,1,1,9,3,195,1,0.024183469,0.03103,0,0,0.055213469,0,0,0,0,1,0,0,0,0
196,196,1,1,9,4,196,1,0.024451996,0.03103,0,0,0.055481996,0,0,0,0,1,0,0,0,0
197,197,1,1,9,5,197,1,0.024189189,0.03103,0,0,0.055219189,0,0,0,0,1,0,0,0,0
198,198,1,1,9,6,198,1,0.032993052,0.03103,0,0,0.064023052,0,0,0,0,1,0,0,0,0
199,199,1,1,9,7,199,1,0.031244856,0.03103,0,0,0.062274856,0,0,0,0,1,0,0,0,0
200,200,1,1,9,8,200,1,0.036198105,0.03103,0,0,0.067228105,0,0,0,0,1,0,0,0,0
201,201,1,1,9,9,201,1,0.038254798,0.03103,0,0,0.069284798,0,0,0,0,1,0,0,0,0
202,202,1,1,9,10,202,1,0.040477196,0.03103,0,0,0.071507196,0,0,0,0,1,0,0,0,0
203,203,1,1,9,11,203,1,0.040557172,0.03103,0,0,0.071587172,0,0,0,0,1,0,0,0,0
204,204,1,1,9,12,204,1,0.03271312,0.03103,0,0,0.06374312,0,0,0,0,1,0,0,0,0
205,205,1,1,9,13,205,1,0.027976986,0.03103,0,0,0.059006986,0,0,0,0,1,0,0,0,0
206,206,1,1,9,14,206,1,0.025897414,0.03103,0,0,0.056927414,0,0,1,0,1,0,0,1,0
207,207,1,1,9,15,207,1,0.025703177,0.03103,0,0,0.056733177,0,0,1,0,1,0,0,1,0
208,208,1,1,9,16,208,1,0.026000235,0.03103,0,0,0.057030235,0,0,1,0,1,0,0,1,0
209,209,1,1,9,17,209,1,0.037095065,0.03103,0,0,0.068125065,0,0,1,0,1,0,0,1,0
210,210,1,1,9,18,210,1,0.061764143,0.03103,0,0,0.092794143,0,0,1,0,1,1,0,1,0
211,211,1,1,9,19,211,1,0.054845616,0.03103,0,0,0.085875616,0,0,0,0,1,1,0,0,0
212,212,1,1,9,20,212,1,0.056565246,0.03103,0,0,0.087595246,0,0,0,0,1,0,0,0,0
213,213,1,1,9,21,213,1,0.049538145,0.03103,0,0,0.080568145,0,0,0,0,1,0,0,0,0
214,214,1,1,9,22,214,1,0.046098884,0.03103,0,0,0.077128884,0,0,0,0,1,0,0,0,0
215,215,1,1,9,23,215,1,0.038780411,0.03103,0,0,0.069810411,0,0,0,0,1,0,0,0,0
216,216,1,1,9,24,216,1,0.030102249,0.03103,0,0,0.061132249,0,0,0,0,1,0,0,0,0
217,217,1,1,10,1,217,1,0.059238967,0.03103,0,0,0.090268967,1,0,0,0,1,0,0,0,0
218,218,1,1,10,2,218,1,0.056062479,0.03103,0,0,0.087092479,1,0,0,0,1,0,0,0,0
219,219,1,1,10,3,219,1,0.052503238,0.03103,0,0,0.083533238,1,0,0,0,1,0,0,0,0
220,220,1,1,10,4,220,1,0.052051914,0.03103,0,0,0.083081914,1,0,0,0,1,0,0,0,0
221,221,1,1,10,5,221,1,0.055279813,0.03103,0,0,0.086309813,1,0,0,0,1,0,0,0,0
222,222,1,1,10,6,222,1,0.071813467,0.03103,0,0,0.102843467,1,0,0,0,1,0,0,0,0
223,223,1,1,10,7,223,1,0.072019143,0.03103,0,0,0.103049143,1,0,0,0,1,0,0,0,0
224,224,1,1,10,8,224,1,0.098226328,0.03103,0,0,0.129256328,1,0,0,0,1,0,0,0,0
225,225,1,1,10,9,225,1,0.102170963,0.03103,0,0,0.133200963,1,0,0,0,1,0,0,0,0
226,226,1,1,10,10,226,1,0.098197498,0.03103,0,0,0.129227498,1,0,0,0,1,0,0,0,0
227,227,1,1,10,11,227,1,0.08241896,0.03103,0,0,0.11344896,1,0,0,0,1,0,0,0,0
228,228,1,1,10,12,228,1,0.069755778,0.03103,0,0,0.100785778,1,0,0,0,1,0,0,0,0
229,229,1,1,10,13,229,1,0.05673924,0.03103,0,0,0.08776924,1,0,0,0,1,0,0,0,0
230,230,1,1,10,14,230,1,0.050861935,0.03103,0,0,0.081891935,1,0,1,0,1,0,0,1,0
231,231,1,1,10,15,231,1,0.04781873,0.03103,0,0,0.07884873,1,0,1,0,1,0,0,1,0
232,232,1,1,10,16,232,1,0.04754472,0.03103,0,0,0.07857472,1,0,1,0,1,0,0,1,0
233,233,1,1,10,17,233,1,0.07813541,0.03103,0,0,0.10916541,1,0,1,0,1,0,0,1,0
234,234,1,1,10,18,234,1,0.120228281,0.03103,0,0.088726077,0.239984358,1,0,1,0,1,1,0,1,1
235,235,1,1,10,19,235,1,0.132213631,0.03103,0,0.088726077,0.251969707,1,0,0,0,1,1,0,0,1
236,236,1,1,10,20,236,1,0.097173504,0.03103,0,0,0.128203504,1,0,0,0,1,0,0,0,0
237,237,1,1,10,21,237,1,0.098305674,0.03103,0,0,0.129335674,1,0,0,0,1,0,0,0,0
238,238,1,1,10,22,238,1,0.074154751,0.03103,0,0,0.105184751,1,0,0,0,1,0,0,0,0
239,239,1,1,10,23,239,1,0.05086913,0.03103,0,0,0.08189913,1,0,0,0,1,0,0,0,0
240,240,1,1,10,24,240,1,0.029513786,0.03103,0,0,0.060543786,1,0,0,0,1,0,0,0,0
241,241,1,1,11,1,241,1,0.02346934,0.03103,0,0,0.05449934,1,0,0,0,1,0,0,0,0
242,242,1,1,11,2,242,1,0.02103558,0.03103,0,0,0.05206558,1,0,0,0,1,0,0,0,0
243,243,1,1,11,3,243,1,0.020829904,0.03103,0,0,0.051859904,1,0,0,0,1,0,0,0,0
244,244,1,1,11,4,244,1,0.020635667,0.03103,0,0,0.051665667,1,0,0,0,1,0,0,0,0
245,245,1,1,11,5,245,1,0.02096701,0.03103,0,0,0.05199701,1,0,0,0,1,0,0,0,0
246,246,1,1,11,6,246,1,0.027948421,0.03103,0,0,0.058978421,1,0,0,0,1,0,0,0,0
247,247,1,1,11,7,247,1,0.041202765,0.03103,0,0,0.072232765,1,0,0,0,1,0,0,0,0
248,248,1,1,11,8,248,1,0.048373998,0.03103,0,0,0.079403998,1,0,0,0,1,0,0,0,0
249,249,1,1,11,9,249,1,0.056515643,0.03103,0,0,0.087545643,1,0,0,0,1,0,0,0,0
250,250,1,1,11,10,250,1,0.050414843,0.03103,0,0,0.081444843,1,0,0,0,1,0,0,0,0
251,251,1,1,11,11,251,1,0.046160122,0.03103,0,0,0.077190122,1,0,0,0,1,0,0,0,0
